work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_range
2023,SE,FT,Data Engineer,US,100,US,M,15
2023,SE,FT,Data Scientist,US,100,US,M,14
2023,SE,FT,Data Engineer,US,100,US,M,14
2023,EX,FT,Data Engineer,US,0,US,M,19
2023,SE,FT,Research Scientist,US,0,US,M,11
2022,SE,FT,Analytics Engineer,US,100,US,M,12
2023,SE,FT,Machine Learning Engineer,US,0,US,M,14
2023,EX,FT,Director of Data Science,US,0,US,M,33
2023,SE,FT,Analytics Engineer,GB,100,GB,M,21
2022,SE,FT,Applied Scientist,US,100,US,M,17
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Analytics Engineer,US,100,US,M,14
2023,SE,FT,Deep Learning Researcher,DE,0,DE,L,11
2023,MI,FT,ML Engineer,US,0,US,M,15
2022,SE,FT,Analytics Engineer,US,0,US,M,14
2022,SE,FT,Data Engineer,ES,0,ES,M,4
2021,SE,FT,Data Scientist,US,100,US,L,15
2023,EN,FT,Data Analyst,US,100,US,M,7
2022,MI,FT,Data Engineer,GB,0,GB,M,5
2022,SE,FT,Data Scientist,US,0,US,M,11
2022,SE,FT,Data Engineer,US,100,US,M,12
2023,SE,FT,Data Scientist,US,100,US,M,12
2022,MI,FT,AI Scientist,IN,100,US,L,18
2022,MI,FT,Data Scientist,US,0,US,M,21
2023,EX,FT,Data Engineer,US,0,US,M,16
2023,SE,FT,Data Analyst,US,0,US,M,10
2022,SE,FT,Machine Learning Engineer,US,0,US,M,15
2023,SE,FT,Data Scientist,US,100,US,M,17
2023,SE,FT,Data Architect,US,100,US,M,18
2022,SE,FT,Data Engineer,US,100,US,M,10
2022,SE,FT,Data Scientist,US,0,US,M,13
2022,SE,FT,Analytics Engineer,US,100,US,M,21
2023,SE,FT,Data Analyst,US,100,US,M,15
2023,EX,FT,Head of Data,US,0,US,M,30
2023,SE,FT,Data Scientist,US,0,US,M,15
2023,MI,FT,Data Analyst,US,0,US,M,13
2022,SE,FT,Data Engineer,GB,100,GB,M,3
2021,SE,FT,Machine Learning Scientist,US,50,US,S,11
2022,SE,FT,Data Engineer,US,100,US,M,11
2022,SE,FT,Data Scientist,US,0,US,M,12
2023,SE,FT,Data Engineer,US,0,US,M,13
2021,SE,FT,Computer Vision Engineer,BR,100,BR,M,2
2023,SE,FT,Data Engineer,US,100,US,M,18
2023,SE,FT,Research Engineer,DE,100,DE,S,10
2023,MI,FT,Data Engineer,US,100,US,M,6
2022,SE,FT,Data Engineer,US,100,US,M,15
2022,MI,FT,Data Engineer,US,0,US,M,24
2023,MI,FT,Data Analyst,US,0,US,M,9
2023,SE,FT,Applied Scientist,US,0,US,M,19
2023,EX,FT,Data Engineer,US,100,US,M,26
2022,SE,FT,Data Scientist,US,100,US,M,13
2023,EX,FT,Data Engineer,US,100,US,M,19
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Data Analyst,US,0,US,M,16
2023,SE,FT,Data Architect,US,0,US,M,21
2023,EN,FT,Data Analyst,US,0,US,M,5
2023,MI,FT,Data Analyst,GB,100,GB,M,4
2022,SE,FT,Machine Learning Software Engineer,US,100,US,M,35
2023,MI,FT,Data Engineer,US,0,US,M,11
2022,SE,FT,Data Analyst,CA,100,CA,M,12
2023,MI,FT,Applied Machine Learning Engineer,IN,100,DE,S,6
2022,SE,FT,Data Engineer,US,100,US,M,13
2022,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Analyst,US,100,US,M,16
2021,SE,FT,Principal Data Engineer,US,100,US,L,17
2023,MI,FT,Data Engineer,US,0,US,M,7
2023,SE,FT,Data Engineer,US,100,US,M,15
2021,MI,FT,Data Analyst,US,0,US,L,7
2022,MI,FT,Data Scientist,US,100,US,L,14
2022,EX,FT,Data Science Manager,US,0,US,M,17
2022,SE,FT,Data Specialist,US,0,US,M,6
2023,SE,FT,Data Architect,US,100,US,M,15
2023,MI,FT,Machine Learning Engineer,US,0,US,M,8
2023,EN,FT,Applied Scientist,US,0,US,L,20
2023,SE,FT,Data Science Engineer,US,0,US,M,9
2023,SE,FT,Data Analyst,US,0,US,M,10
2022,SE,FT,Data Engineer,US,100,US,M,14
2022,SE,FT,Data Scientist,US,0,US,M,12
2022,MI,FT,Data Analyst,US,0,US,M,9
2022,SE,FT,Data Engineer,US,0,US,M,18
2023,EN,FT,Data Analyst,KW,50,US,L,4
2022,SE,FT,Data Analyst,US,100,US,M,9
2023,MI,FT,Data Engineer,US,100,US,M,11
2022,SE,FT,Data Engineer,US,0,US,L,21
2022,SE,FT,Research Scientist,US,100,US,M,18
2022,MI,FT,Research Scientist,IN,100,IN,L,2
2023,SE,FT,Data Scientist,US,100,US,M,14
2022,SE,FT,Data Analyst,US,0,US,M,10
2022,MI,FT,Data Analyst,US,0,US,M,14
2022,SE,FT,Data Engineer,US,0,US,M,14
2021,SE,FT,Cloud Data Architect,US,50,US,L,23
2022,SE,FT,Data Engineer,US,0,US,M,12
2021,SE,FT,Data Analyst,DE,50,DE,L,5
2021,EN,FT,Applied Data Scientist,GB,0,GB,L,9
2023,SE,FT,Data Engineer,US,0,US,M,15
2022,MI,FT,Data Analyst,US,0,US,M,7
2023,SE,FT,Machine Learning Engineer,US,0,US,M,10
2022,SE,FT,Data Scientist,US,100,US,M,13
2022,SE,FT,Data Analyst,US,0,US,M,12
2023,SE,FT,Data Engineer,US,0,US,M,22
2022,MI,FT,Data Engineer,ES,100,ES,M,8
2023,SE,FT,Data Analyst,US,0,US,M,8
2020,MI,FT,Business Data Analyst,US,0,US,M,8
2021,SE,FT,Machine Learning Engineer,DE,50,DE,L,8
2023,SE,FT,Data Engineer,US,0,US,M,8
2022,EN,FT,AI Scientist,PT,100,ES,M,3
2022,SE,FT,Applied Data Scientist,US,100,US,L,35
2023,SE,FT,Data Analyst,US,0,US,M,9
2023,SE,FT,Machine Learning Engineer,US,0,US,M,17
2022,MI,FT,BI Data Analyst,FR,50,FR,M,10
2023,SE,FT,Azure Data Engineer,NL,50,NL,L,9
2023,MI,FT,Research Scientist,US,100,US,M,19
2022,SE,FT,Data Scientist,US,0,US,M,17
2022,SE,FT,Data Scientist,US,100,US,M,11
2023,MI,FT,Data Scientist,US,0,US,M,17
2023,MI,FT,Data Scientist,US,0,US,M,9
2022,SE,FT,ETL Developer,US,0,US,M,23
2023,SE,FT,Data Analyst,US,0,US,M,9
2023,SE,FT,Machine Learning Engineer,US,100,US,M,17
2020,SE,FT,Big Data Engineer,PL,100,GB,S,10
2022,MI,FT,Data Science Manager,US,100,US,M,22
2021,MI,FT,Data Architect,US,100,US,L,14
2023,SE,FT,Data Scientist,US,0,US,M,6
2022,MI,FT,Data Scientist,US,100,US,M,13
2023,MI,FT,Data Analyst,GB,0,GB,M,9
2023,SE,FL,Software Data Engineer,NG,50,AU,M,4
2020,SE,FL,Computer Vision Engineer,RU,100,US,S,5
2023,SE,FT,Research Scientist,US,0,US,M,23
2021,MI,FT,Data Analytics Engineer,US,100,US,L,10
2022,SE,FT,Research Scientist,US,100,US,M,28
2023,SE,FT,Data Engineer,US,100,US,M,16
2022,EX,FT,Analytics Engineer,US,100,US,M,12
2023,MI,FT,Machine Learning Infrastructure Engineer,US,0,US,M,16
2022,SE,FT,Machine Learning Engineer,US,100,US,M,15
2022,SE,FT,Data Analyst,US,100,US,M,10
2023,SE,FT,Data Architect,US,0,US,M,10
2022,SE,FT,Data Analyst,US,100,US,M,15
2022,SE,FT,Data Scientist,US,100,US,M,13
2021,EN,FT,Data Scientist,US,100,US,S,8
2022,MI,FT,Data Engineer,US,0,US,M,7
2023,SE,FT,Data Scientist,US,100,US,M,16
2023,SE,FT,Data Architect,US,100,US,M,10
2022,SE,FT,Data Analyst,US,0,US,M,8
2023,SE,FT,Data Engineer,US,0,US,M,16
2023,EN,FT,Research Engineer,US,0,US,M,14
2022,SE,FT,Data Engineer,US,0,US,L,14
2023,SE,FT,Machine Learning Engineer,US,0,US,M,15
2023,SE,FT,Data Engineer,US,0,US,M,13
2023,SE,FT,Data Analyst,US,0,US,M,11
2022,SE,FT,Data Scientist,US,0,US,M,13
2023,SE,FT,Data Architect,US,100,US,M,18
2023,SE,FT,Data Scientist,US,0,US,M,21
2022,EN,FT,Data Scientist,GB,50,GB,L,3
2022,SE,FT,Data Analyst,US,100,US,M,11
2023,SE,FT,Machine Learning Engineer,US,0,US,M,19
2022,SE,FT,Data Engineer,US,100,US,M,20
2023,SE,FT,Machine Learning Engineer,US,100,US,M,14
2022,SE,FT,Machine Learning Engineer,US,0,US,M,18
2022,MI,FT,Data Operations Engineer,US,100,US,M,5
2023,SE,FT,BI Developer,US,100,US,M,9
2022,SE,FT,Data Analyst,US,100,US,M,10
2023,EN,FT,Data Analyst,US,100,US,M,7
2022,SE,FT,Data Scientist,US,0,US,M,12
2022,SE,FT,Machine Learning Engineer,US,100,US,M,18
2022,SE,FT,Data Scientist,US,0,US,M,14
2022,MI,CT,NLP Engineer,IN,100,US,S,5
2022,EN,PT,Data Scientist,DO,100,FR,M,10
2022,SE,FT,Data Engineer,US,0,US,M,16
2022,SE,FT,Data Engineer,US,0,US,L,19
2023,SE,FT,Machine Learning Engineer,US,0,US,M,13
2023,SE,FT,Data Engineer,US,0,US,M,11
2023,SE,FT,Data Scientist,US,0,US,M,18
2022,SE,FT,Data Engineer,US,100,US,M,11
2022,SE,FT,Machine Learning Engineer,US,100,US,M,9
2023,SE,FT,Data Scientist,US,100,US,M,25
2023,MI,FT,Data Engineer,US,0,US,M,24
2023,SE,FT,Data Scientist,US,0,US,M,23
2022,SE,FT,Data Analyst,US,100,US,M,10
2023,SE,FT,Data Analyst,US,100,US,M,7
2023,SE,FT,Data Analyst,US,0,US,M,9
2021,EN,FT,BI Data Analyst,KE,100,KE,S,0
2023,SE,FT,Machine Learning Engineer,US,100,US,M,22
2022,SE,FT,Data Engineer,US,100,US,M,16
2022,MI,FT,Data Engineer,GB,100,GB,M,5
2023,SE,FT,Data Engineer,US,0,US,M,23
2023,SE,FT,Data Scientist,US,100,US,M,16
2021,SE,FT,Director of Data Science,JP,0,JP,S,15
2023,MI,FT,Data Engineer,US,0,US,M,14
2023,SE,FT,Data Analyst,US,0,US,M,14
2022,SE,FT,Machine Learning Engineer,FR,50,FR,L,8
2023,SE,FT,Data Scientist,US,100,US,M,15
2021,SE,FT,Data Engineer,US,100,US,L,16
2022,MI,FT,Machine Learning Engineer,US,0,US,M,12
2022,SE,FT,Data Architect,US,0,US,M,5
2023,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Data Engineer,US,100,US,M,17
2023,SE,FT,Data Analyst,US,100,US,M,16
2022,SE,FT,Data Analyst,US,100,US,M,12
2023,SE,FT,Data Engineer,US,100,US,M,15
2023,SE,FT,Data Scientist,US,100,US,M,16
2022,SE,FT,Data Scientist,US,0,US,M,8
2021,MI,FT,Data Scientist,US,100,US,M,14
2023,SE,FT,Data Engineer,US,0,US,M,23
2020,MI,FT,Data Engineer,GB,50,GB,L,10
2022,MI,FT,Data Scientist,GB,0,GB,M,3
2023,SE,FT,Data Scientist,US,0,US,M,18
2023,EX,FT,Data Scientist,US,0,US,M,18
2023,SE,FT,Data Engineer,US,0,US,M,21
2022,MI,FT,Data Scientist,GB,0,GB,M,8
2023,SE,FT,Data Engineer,US,0,US,M,13
2023,SE,FT,Data Scientist,US,0,US,M,21
2023,SE,FT,Data Scientist,ES,0,ES,M,3
2023,MI,FT,Data Analyst,US,0,US,M,9
2023,SE,FT,Analytics Engineer,US,100,US,M,18
2022,MI,FT,Data Engineer,GB,100,GB,M,6
2022,SE,FT,Data Engineer,US,0,US,M,15
2022,SE,FT,Data Engineer,US,100,US,L,17
2021,SE,FT,Data Analyst,PH,100,PH,S,4
2023,SE,FT,Machine Learning Software Engineer,US,0,US,M,25
2023,SE,FT,Data Engineer,US,0,US,M,6
2023,SE,FT,Data Scientist,US,0,US,M,13
2022,SE,FT,Data Scientist,US,100,US,M,15
2023,EX,FT,Data Engineer,US,100,US,M,26
2022,EN,FL,Data Analytics Consultant,BE,100,US,S,4
2023,SE,FT,Data Analyst,CF,100,CF,M,3
2023,EN,FT,Research Scientist,US,50,US,L,20
2022,SE,FT,Data Engineer,US,0,US,M,5
2023,SE,FT,Machine Learning Engineer,US,0,US,M,19
2023,SE,FT,Data Engineer,US,0,US,M,11
2022,EN,FT,Product Data Analyst,US,100,US,M,9
2022,MI,FT,Data Analyst,US,0,US,M,15
2022,SE,FT,Data Architect,US,100,US,L,18
2022,SE,FT,Data Analyst,US,100,US,M,10
2023,SE,FT,Data Scientist,US,0,US,M,16
2023,SE,FT,Data Scientist,ES,0,ES,M,4
2023,MI,FT,Data Scientist,GB,0,GB,M,6
2022,EX,FT,Data Science Manager,US,0,US,M,16
2022,SE,FT,Data Analyst,US,100,US,M,9
2023,SE,FT,Data Engineer,US,0,US,M,10
2022,MI,FT,Machine Learning Scientist,EG,100,EG,M,2
2022,MI,FT,Data Engineer,DE,50,DE,S,6
2023,SE,FT,Data Engineer,US,0,US,M,15
2021,MI,FT,Data Scientist,US,50,US,L,12
2023,SE,FT,Data Scientist,US,0,US,M,17
2022,SE,FT,Data Engineer,US,0,US,M,12
2022,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Engineer,US,0,US,M,12
2021,EN,FT,Data Scientist,FR,50,FR,M,4
2023,EN,FT,Data Engineer,US,0,US,M,10
2023,EN,FT,Data Engineer,US,0,US,M,7
2023,SE,FT,Data Engineer,US,0,US,M,12
2023,SE,FT,Data Scientist,US,100,US,M,10
2023,MI,FT,Data Scientist,GB,0,GB,M,7
2022,SE,FT,Data Engineer,US,0,US,M,17
2023,SE,FT,Data Engineer,US,100,US,M,16
2022,SE,FT,Data Analyst,US,0,US,M,10
2022,MI,FT,Data Engineer,US,100,US,M,17
2023,SE,FT,Data Engineer,US,0,US,M,23
2021,MI,FT,Research Scientist,FR,50,FR,S,4
2023,MI,FT,Data Engineer,ES,100,ES,M,5
2023,MI,FT,Machine Learning Engineer,US,0,US,M,28
2023,SE,FT,Data Scientist,US,100,US,M,12
2022,SE,FT,Data Engineer,US,100,US,M,12
2021,SE,FT,Principal Data Engineer,US,100,US,M,18
2022,SE,FT,Head of Data,MY,100,US,M,18
2022,MI,FT,Data Analyst,US,100,US,L,7
2023,SE,FT,Research Scientist,US,0,US,M,13
2022,SE,FT,Machine Learning Engineer,US,100,US,M,16
2020,SE,FT,Data Engineer,US,100,US,L,17
2023,MI,FT,Data Analyst,GB,0,GB,M,3
2023,SE,FT,Data Analyst,US,100,US,M,9
2023,SE,FT,Data Architect,US,0,US,M,10
2020,MI,FT,Lead Data Analyst,US,100,US,L,8
2022,SE,FT,Data Scientist,US,100,US,M,19
2022,MI,FT,Data Analyst,CA,0,CA,M,7
2023,MI,FT,Data Scientist,US,0,US,M,15
2022,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Data Analyst,CA,100,CA,M,16
2022,SE,FT,Data Scientist,US,100,US,L,16
2023,SE,FT,Data Engineer,US,0,US,M,15
2022,SE,FT,Data Scientist,US,100,US,M,17
2022,SE,FT,Machine Learning Engineer,US,0,US,M,15
2022,EX,FT,Data Engineer,US,100,US,M,20
2023,SE,FT,Data Engineer,US,100,US,M,13
2023,SE,FT,Research Engineer,US,0,US,M,13
2022,MI,FT,Data Engineer,US,0,US,M,14
2022,SE,FT,Data Engineer,US,0,US,M,15
2022,SE,FT,Analytics Engineer,US,100,US,M,21
2022,SE,FT,Data Architect,US,0,US,M,23
2022,EN,FT,Machine Learning Engineer,US,50,US,L,10
2023,EX,FT,Data Engineer,US,100,US,M,22
2022,SE,FT,Data Scientist,US,100,US,M,12
2022,SE,FT,Data Architect,US,100,US,M,17
2022,SE,FT,Data Engineer,US,100,US,M,15
2023,MI,FT,Insight Analyst,GB,0,GB,M,3
2022,SE,FT,Data Engineer,PT,0,PT,M,6
2023,SE,FT,ML Engineer,US,0,US,M,19
2021,MI,FT,Data Engineer,HK,50,GB,S,5
2023,MI,FT,Data Scientist,IE,0,IE,M,7
2023,SE,FT,Data Engineer,US,0,US,M,17
2022,SE,FT,Data Analyst,US,100,US,M,7
2023,SE,FT,Data Scientist,CA,0,CA,M,10
2023,SE,FT,Data Engineer,US,100,US,M,17
2023,MI,FT,Data Analyst,US,0,US,M,10
2023,EX,FT,Data Engineer,US,0,US,M,13
2022,SE,FT,Data Scientist,US,100,US,M,10
2023,MI,FT,Research Scientist,US,0,US,M,17
2023,MI,FT,Machine Learning Engineer,GB,100,GB,M,5
2022,MI,FT,Data Engineer,GB,100,GB,M,6
2022,MI,FT,Data Analyst,US,0,US,M,15
2022,MI,FT,Data Scientist,FR,100,FR,M,9
2023,SE,FT,Data Analyst,ES,100,ES,M,4
2023,SE,FT,Data Scientist,US,0,US,M,12
2023,SE,FT,Data Analyst,US,0,US,M,8
2022,SE,FT,Data Analyst,US,0,US,M,12
2021,MI,FT,Data Scientist,US,0,US,L,6
2023,SE,FT,Data Engineer,US,0,US,M,12
2022,MI,FT,Data Analyst,US,0,US,M,6
2023,EN,FT,Data Engineer,US,0,US,M,7
2023,MI,FT,Data Analyst,US,0,US,M,8
2023,SE,FT,Data Engineer,US,0,US,M,27
2022,MI,FT,Data Analyst,GR,100,GR,M,3
2022,MI,FT,Machine Learning Engineer,GB,0,GB,M,9
2021,SE,FT,Machine Learning Engineer,BE,50,BE,M,7
2022,SE,FT,Data Scientist,US,100,US,M,17
2023,EX,FT,Director of Data Science,US,0,US,M,23
2023,SE,FT,Data Science Manager,US,100,US,M,21
2022,SE,FT,Data Scientist,US,0,US,M,14
2023,SE,FT,Data Science Lead,US,0,US,M,21
2022,SE,FT,Data Architect,US,100,US,M,17
